province;red;green;blue;x;x
2567;212;215;46;Aroostook;x
2568;44;131;246;Kespukwitk;x
2569;170;31;196;Eskikewakik;x
2570;107;31;145;Wolystoq;x
2571;233;111;95;Madawaska;x
2572;5;202;46;Siknikt;x
2573;131;101;246;Placentia;x
2574;68;1;196;Sikumiut;x
2575;194;214;145;Naskapi;x
2576;26;3;95;Mingan;x
2577;152;1;46;Manicouagan;x
2578;89;121;246;Anticosti;x
2579;215;2;196;Piekougami;x
2580;47;1;145;Atikamekw;x
2581;173;199;95;Timiskaming;x
2582;110;1;46;Maliseet;x
2583;236;51;246;Etchemins;x
2584;8;121;196;Loup;x
2585;134;31;145;Kichesipi;x
2586;71;194;95;Tionontate;x
2587;197;197;46;Odawa;x
2588;29;41;246;Piscatang;x
2589;155;31;196;Kesagami;x
2590;92;45;145;Shaggami;x
2591;218;26;95;Outoulibi;x
2592;50;131;46;Omushkego;x
2593;221;144;246;Wappus;x
2594;176;181;246;Quenebigon;x
2595;113;131;196;Kesyehotinne;x
2596;239;18;145;Mahmikiwiniyak;x
2597;11;51;95;Sipiwininiwak;x
2598;137;28;46;Hebina;x
2599;74;15;246;Athabasca;x
2600;200;31;196;Nihithawak;x
2601;32;64;145;Danezaa;x
2602;158;114;95;Siksikawa;x
2603;95;122;46;Sekani;x
2604;53;131;196;Dakelh;x
2605;179;219;145;Secwepemc;x
2606;116;3;95;Tsilhoqotin;x
2607;242;255;46;Okanagan;x
2608;14;130;246;Rocky Mountains;x
2609;140;131;196;Nisga'a;x
2610;77;132;145;Heiltsuk;x
2611;203;41;95;Kodiak;x
2612;35;221;46;Eyak;x
2613;161;131;246;Sitka;x
2614;98;31;196;Cotoname;x
2615;224;44;145;Guamares;x
2616;56;31;95;Seri;x
2617;182;201;46;Huichol;x
2618;119;154;246;Toboso;x
2619;245;31;196;Laguneros;x
2620;17;131;145;Nakipa;x
2621;143;19;95;Tizapan;x
2622;80;31;46;Cuitzeo;x
2623;206;154;246;Cutzamala;x
2624;38;44;196;Patzcuaro;x
2625;164;12;145;Hinonoeino;x
2626;101;31;95;Tulucan;x
2627;227;201;46;Cihuatlan;x
2628;59;132;246;Tepeacac;x
2629;185;227;196;Coyolapan;x
2630;122;232;145;Tochtepec;x
2631;248;248;95;Zaachila;x
2632;20;131;46;Xicallanco;x
2633;146;146;246;Mani;x
2634;83;119;196;Uaymil;x
2635;209;219;145;Chiapas;x
2636;41;15;95;Chacujal;x
2637;167;37;46;Chortli;x
2638;104;124;246;Xoconochco;x
2639;230;31;196;Raritan;x
2640;104;54;246;Lenca;x
2641;240;31;196;Tziccoac;x
2642;62;45;145;Metztitlan;x
2643;188;191;95;Apatzingan;x
2644;125;31;46;Cholula;x
2645;251;188;246;Teloloapan;x
2646;3;31;196;Coixtlahuacan;x
2647;129;31;145;Cuetlaxtlan;x
2648;66;13;95;Yopitzinco;x
2649;192;201;46;Tehuantepec;x
2650;25;31;246;Champutun;x
2651;150;231;196;Ah Canul;x
2652;87;31;145;Ecab;x
2653;213;213;95;Iximché;x
2654;45;131;46;Baracoa;x
2655;171;31;246;Bayamo;x
2656;108;31;196;Camaguey;x
2657;234;31;145;Colima;x
2658;6;15;95;Maguana;x
2659;132;16;46;Magua;"x 	"
2660;69;31;246;Managua;x
2661;195;31;196;Uluas;x
2662;27;141;145;Olancho;x
2663;153;31;95;Nicoya;x
2664;90;31;46;Veraguas;x
2665;216;31;246;Ais;x
2666;48;31;196;Tuintsundé;x
2667;174;231;145;Cacaxtes;x
2668;111;31;95;Borrado;x
2669;237;31;46;Hasinai;x
2670;111;61;95;Tkaronto;x
2671;237;231;46;Missisage;x
2672;192;101;46;Kitkehaki;x
2673;51;255;40;Pasai;x
2674;60;214;57;Peureulak;x
2675;29;38;119;Rokan;x
2676;150;146;184;Indragiri;x
2677;48;55;127;Jambi;x
2678;214;113;131;Bangka;x
2679;21;117;104;Belitung;x
2680;55;130;71;Muko-Muko;x
2681;76;118;155;Pagarruyung;x
2682;92;59;239;Pariaman;x
2683;130;64;29;Mentawai;x
2684;79;130;125;Nias;x
2685;237;46;40;Gayo;x
2686;44;214;56;Bintan;x
2687;216;49;158;Pakuan;x
2688;130;85;130;Cirebon;x
2689;198;98;83;Kendal;x
2690;165;116;117;Pajang;x
2691;216;58;34;Kediri;x
2692;216;67;201;Madura;x
2693;104;16;91;Lombok;x
2694;136;210;148;East Gangwon;x
2695;107;66;100;East Timor;x
2696;181;45;81;Yamdena;x
2697;163;70;58;Tondo;x
2698;163;207;58;Pangasinan;x
2699;255;75;66;Bikol;x
2700;197;255;53;Panay;x
2701;219;211;164;Tagloc;x
2702;65;219;88;Butuan;x
2703;104;158;82;Lehad Datu;x
2704;132;76;108;Sibu;x
2705;131;183;111;Kuching;x
2706;255;61;138;Katapang;x
2707;234;86;86;Barito;x
2708;255;107;28;Sampit;x
2709;196;102;196;Tarakan;x
2710;87;204;89;Berau;x
2711;105;135;119;Bulungan;x
2712;175;65;144;Samarinda;x
2713;255;228;94;Gorontalo;x
2714;255;89;185;Palu;x
2715;127;150;255;Palopo;x
2716;137;255;124;Buton;x
2717;201;219;43;Sula;x
2718;241;207;129;Fak-Fak;x
2719;119;128;17;Madang;x
2720;82;206;171;Lae;x
2721;131;198;119;Kerema;x
2722;178;198;73;Daru;x
2723;33;198;152;Yos Sudarso;x
2724;221;212;104;Asmat;x
2725;124;63;62;Aru;x
2726;147;120;31;Malgana;x
2727;255;141;71;Minang;x
2728;93;107;37;Tiwi;x
2729;255;102;79;Yolngu;x
2730;38;104;109;Awngthim;x
2731;53;255;77;Guugu Yimithirr;x
2732;45;107;40;Wulgurukaba;x
2733;255;101;63;Baiali;x
2734;170;83;124;Yuin;x
2735;32;82;163;Gunditjmara;x
2736;253;255;158;Nukunu;x
2737;124;56;0;Ahuriri;x
2738;186;139;0;Waitaha;x
2739;152;83;186;Kirikiriroa;x
2740;249;177;179;Borneo;x
2741;138;58;45;Jeju;x
2742;162;64;128;Yukjin;x
2743;209;139;185;Gyeongseong;x
2744;122;48;97;Nyeongbyeon;x
2745;134;53;105;West Gyeongsang;x
2746;213;38;84;Vidin;x
2747;106;186;80;Khara Narin Ula;x
2748;80;32;128;Jianchang;x
2749;37;208;234;Tikhvin;x
2750;234;227;107;Plovdiv;x
2751;68;230;179;Cuenca;x
2752;3;196;128;Romsdal;x
2753;188;67;67;Narbonne;x
2754;231;35;179;La Mancha;x
2755;68;8;179;Soria;x
2756;166;56;206;Welayta;x
2757;86;116;66;Kaffa;x
2758;46;186;146;Illubabor;x
2759;116;166;116;Gambela;x
2760;126;216;46;Hadiya;x
2761;134;44;124;Arsi;x
2762;120;55;111;Damot;x
2763;48;148;218;Asosa;x
2764;26;216;116;Ausa;x
2765;146;66;126;Assab;x
2766;186;46;176;Mendefera;x
2767;82;128;128;Enderta;x
2768;198;74;105;Angot;x
2769;193;91;31;Lasta;x
2770;58;147;124;Agew;x
2771;71;100;145;Semien;x
2772;145;101;5;Dembiya;x
2773;151;190;194;Mora;x
2774;93;188;84;Kismayo;x
2775;204;79;98;Merca;x
2776;89;155;254;Afgooye;x
2777;89;124;82;Bardera;x
2778;178;66;140;Warder;x
2779;183;255;142;Afder;x
2780;219;174;92;Beledweyne;x
2781;89;138;43;Gedo;x
2782;206;152;45;Warsheikh;x
2783;155;170;68;Hobyo;x
2784;142;151;215;Galkayo;x
2785;255;153;153;El Buur;x
2786;86;100;255;Bosaso;x
2787;201;151;89;Hamasien;x
2788;201;201;89;Hafun;x
2789;194;170;163;Las Khorey;x
2790;194;89;105;Sanaag;x
2791;126;107;255;Ankober;x
2792;211;163;46;Togdheer;x
2793;97;209;85;Hargeisa;x
2794;206;145;88;Barawa;x
2795;206;101;70;Meregh;x
2796;183;132;255;Pate;x
2797;200;122;110;Shendy;x
2798;160;160;88;Soba;x
2799;48;97;59;Sennar;x
2800;167;174;136;Kosti;x
2801;47;174;78;Medwa;x
2802;137;75;113;Kobbe;x
2803;194;235;0;Delta;x
2804;114;125;229;Guasipati;x
2805;27;143;57;Uyapari;x
2806;208;224;161;Riohacha;x
2807;31;196;124;Altagracia;x
2808;212;203;165;Coro;x
2809;193;104;146;Llanos;x
2810;184;224;133;Apure;x
2811;196;122;203;Atabapo;x
2812;39;189;75;Pore;x
2813;68;93;174;Merida;x
2814;66;225;110;Meta;x
2815;147;198;249;Puerto Carreno;x
2816;232;144;132;Guavire;x
2817;215;227;10;Nieva;x
2818;215;34;10;Popayan;x
2819;205;227;166;Darien;x
2820;210;55;24;Esmeraldas;x
2821;203;13;178;Piwra;x
2822;203;230;178;Tucume;x
2823;162;29;132;Moyomba;x
2824;26;229;50;Wankapampa;x
2825;208;231;17;Pisqupampa;x
2826;227;10;66;Chimbote;x
2827;234;182;195;Huaraz;x
2828;155;76;12;Camana;x
2829;212;200;121;Ayaviri;x
2830;212;54;121;Quero;x
2831;129;170;176;Tiahuanaco;x
2832;53;203;7;Exaltacion;x
2833;203;28;28;Madre de Dios;x
2834;229;187;219;Santa Cruz de la Sierra;x
2835;227;205;162;Sucre;x
2836;121;191;224;Tucuman;x
2837;164;195;139;Santa Catalina;x
2838;203;49;78;Tarija;x
2839;223;236;112;Puna de Atacama;x
2840;192;102;234;Calama;x
2841;87;166;169;Antofagasta;x
2842;74;6;176;Santiago del Estero;x
2843;115;227;215;La Rioja;x
2844;207;88;96;Chepes;x
2845;220;218;83;San Juan;x
2846;201;29;167;Quisquisacate;x
2847;61;225;80;San Luis;x
2848;112;183;0;Santa Fe;x
2849;195;231;140;Rosario;x
2850;238;42;55;Montevideo;x
2851;217;40;128;Colonia;x
2852;102;64;154;Salto;x
2853;239;193;128;Yareyu;x
2854;39;54;255;Chaco Central;x
2855;175;213;219;Misiones;x
2856;80;211;231;Highveld;x
2857;131;154;204;Rio Grande do Sul;x
2858;138;169;13;Santiago (Misiones);x
2859;243;235;206;Itapua;x
2860;179;64;89;Querandi;x
2861;130;104;224;Sauce;x
2862;28;77;217;Coquimbo;x
2863;220;131;82;Rio Negro;x
2864;16;91;52;Senqu;x
2865;196;165;91;Puelches;x
2866;234;27;27;Olavarria;x
2867;154;92;25;Chanar;x
2868;201;74;24;Bahia Blanca;x
2869;225;248;32;Florida Blanca;x
2870;198;12;148;Tehuelmapu;x
2871;162;91;52;Poya;x
2872;94;52;213;Chiquiyami;x
2873;141;225;31;Chiloe;x
2874;27;159;129;Aysen;x
2875;179;101;229;Chubut;x
2876;58;117;171;Teush;x
2877;97;56;208;Mendoza;x
2878;191;40;143;Matara;x
2879;9;140;159;Santa Tecla;x
2880;164;234;53;Griqualand;x
2881;124;22;150;Corumba;x
2882;140;215;23;Fuerte Borbon;x
2883;73;105;12;Melodia;x
2884;239;33;57;Povos das Missoes;x
2885;237;42;10;Barra;x
2886;219;26;16;Parnaiba;x
2887;13;172;47;Santa Catarina;x
2888;60;68;219;Cuiaba;x
2889;101;200;35;Rio Branco;x
2890;184;44;219;Marajo;x
2891;177;115;49;Santa Ana das Minas;x
2892;108;80;213;Araxas;x
2893;108;140;23;Ofaie;x
2894;51;88;196;Sao Joao del Rei;x
2895;50;191;200;Castro;x
2896;234;61;69;Campinas;x
2897;116;224;158;Araraquara;x
2898;237;44;0;Serro;x
2899;232;197;34;Vila Rica;x
2900;213;84;63;Guapore;x
2901;219;210;106;Cerejeiras;x
2902;30;80;222;Vila Bela;x
2903;225;47;5;Caceres Mato Grosso;x
2904;198;166;54;Diamantino;x
2905;227;31;59;Rio Das Mortes;x
2906;219;44;97;Ipora;x
2907;31;236;55;Vila Boa;x
2908;231;147;101;Formosa;x
2909;56;203;20;Conceicao;x
2910;220;138;41;Pontal;x
2911;83;46;201;Natividad;x
2912;232;205;202;Sergipe;x
2913;208;20;175;Jeremoabo;x
2914;62;16;191;Inhambupe;x
2915;133;105;215;Pambu;x
2916;200;153;63;Rio Contas;x
2917;81;145;18;Paratinga;x
2918;239;221;25;Campo Largo;x
2919;128;188;22;Luziana;x
2920;241;204;106;Coxim;x
2921;217;232;114;Alegoas;x
2922;21;102;201;Borborema;x
2923;218;229;92;Pastos Bons;x
2924;94;145;166;Timon;x
2925;49;196;123;Parnagua;x
2926;52;123;87;Grajau;x
2927;200;160;82;Alcantara;x
2928;229;22;80;Tucurui;x
2929;166;19;60;Para;x
2930;239;225;105;Santarem;x
2931;44;225;91;Pirara;x
2932;44;72;166;Waddai;x
2933;43;143;201;Faro;x
2934;222;176;35;Manaus;x
2935;239;49;105;Muturu;x
2936;72;80;35;Guyana;x
2937;225;45;45;Suriname;x
2938;236;171;15;Oiapoque;x
2939;236;78;0;Zaraza;x
2940;167;186;36;Chichas (Tupiza);x
2941;12;149;188;Choquechaca (Caracaras);x
2942;31;124;26;Charcas;x
2943;45;116;57;Chachapoyas;x
2944;219;84;58;Ucayali;x
2945;121;162;208;Yurimaguas;x
2946;42;72;201;Quillacas;x
2947;68;225;26;Macaya;x
2948;196;104;191;Matamba;x
2949;72;198;51;Mbata;x
2950;32;218;173;Buhera;x
2951;236;57;116;Manikya;x
2952;236;220;116;Madanda;x
2953;236;222;116;Hjälmaren;x
2954;29;59;159;Djerba;x
2955;107;121;191;Ingolstadt;x
2956;224;134;54;Straubing;x
2957;70;224;54;Regensburg;x
2958;239;33;81;Osterode;x
2959;255;133;59;Tarnow;x
2960;61;201;123;Sadecki;x
2961;241;249;20;Lwow;x
2962;208;213;71;Rowne;x
2963;85;232;161;Notec/Bydgoszcz;x
2964;75;169;217;Altmark;x
2965;52;253;37;Vogtland;x
2966;243;1;69;Glogau;x
2967;32;251;212;Eger;x
2968;88;163;215;Budejovice;x
2969;121;225;101;Sternberg;x
2970;255;239;163;Hradekco;x
2971;231;154;5;Hoya;x
2972;249;240;1;Paderborn;x
2973;255;162;53;Meppen;x
2974;248;19;19;Loon;x
2975;42;231;108;Kleves;x
2976;205;23;23;Umbria;x
2977;248;231;136;Urbino;x
2978;99;204;234;Arezzo;x
2979;192;219;10;Novara;x
2980;241;15;15;Lucca;x
2981;222;108;69;Asti;x
2982;227;135;53;Syracuse;x
2983;150;159;47;Salerno;x
2984;206;227;169;Costenza;x
2985;223;236;73;Capitanata;x
2986;55;246;23;Cagliari;x
2987;220;251;47;Urgell;x
2988;232;11;11;Tarragona;x
2989;200;58;78;Rioja;x
2990;181;150;96;Teruel;x
2991;243;21;172;Draguignan;x
2992;91;125;222;Albenga;x
2993;136;48;142;Stargard;x
2994;248;245;157;Greifswald;x
2995;234;228;174;Stolp;x
2996;229;171;33;Wismar;x
2997;34;25;232;Pomerelia;x
2998;48;193;191;Bucaresti;x
2999;255;90;203;Hormuz;x
3000;231;176;70;Nis;x
3001;232;5;5;Skopje;x
3002;134;198;192;Sarajevo;x
3003;188;110;220;Euboea;x
3004;189;110;220;Unused1;
3005;190;110;220;Unused2;
3006;191;110;220;Unused3;
3007;192;110;220;Unused4;
3008;193;110;220;Unused5;
3009;194;110;220;Unused6;
3010;195;110;220;Unused7;
3011;196;110;220;Unused8;
3012;197;110;220;Unused9;
3013;199;110;220;Unused10;
3014;200;110;220;Unused11;
3015;201;110;220;Unused12;
3016;202;110;220;Unused13;
3017;203;110;220;Unused14;
3018;204;110;220;Unused15;
3019;205;110;220;Unused16;
3020;206;110;220;Unused17;
3021;207;110;220;Unused18;
3022;207;110;221;Unused19;
3023;207;110;222;Unused20;
3024;207;110;223;Unused11;
3025;207;110;224;Unused12;
3026;207;110;225;Unused13;
3027;207;110;226;Unused14;
3028;207;110;227;Unused15;
3029;207;110;228;Unused16;
3030;207;110;229;Unused17;
3031;207;110;230;Unused18;
3032;207;110;231;Unused19;
3033;207;110;232;Unused20;
3034;207;110;233;Unused21;
3035;207;110;234;Unused22;
3036;207;110;235;Unused23;
3037;207;110;236;Unused24;
3038;207;110;237;Unused25;
3039;207;110;238;Unused26;
3040;207;110;239;Unused27;
3041;207;110;240;Unused28;
3042;207;110;241;Unused29;
3043;207;110;242;Unused30;
3044;207;110;243;Unused31;
3045;207;110;244;Unused32;
3046;207;110;245;Unused33;
3047;207;110;246;Unused34;
3048;207;110;247;Unused35;
3049;207;110;248;Unused36;
3050;207;110;249;Unused37;
3051;207;110;250;Unused38;
3052;208;110;1;Unused39;
3053;207;110;2;Unused40;
3054;207;110;3;Unused41;
3055;207;110;4;Unused42;
3056;207;110;5;Unused43;
3057;207;110;6;Unused44;
3058;207;110;7;Unused45;
3059;207;110;8;Unused46;
3060;207;110;9;Unused47;
3061;207;110;10;Unused48;
3062;207;110;11;Unused49;
3063;207;110;12;Unused50;
3064;207;110;13;Unused51;
3065;207;110;14;Unused52;
3066;207;110;15;Unused53;
3067;207;110;16;Unused54;
3068;207;110;17;Unused55;
3069;207;110;18;Unused56;
3070;207;110;19;Unused57;
3071;207;110;20;Unused58;
3072;207;110;21;Unused59;
3073;207;110;22;Unused60;
3074;207;110;23;Unused61;
3075;207;110;24;Unused62;
3076;207;110;25;Unused63;
3077;207;110;26;Unused64;
3078;207;110;27;Unused65;
3079;207;110;28;Unused66;
3080;207;110;29;Unused67;
3081;207;110;30;Unused68;
3082;207;110;31;Unused69;
3083;207;110;32;Unused70;
3084;207;110;33;Unused71;
3085;207;110;34;Unused72;
3086;207;110;35;Unused73;
3087;207;110;36;Unused74;
3088;207;110;37;Unused75;
3089;207;110;38;Unused76;
3090;207;110;39;Unused77;
3091;207;110;40;Unused78;
3092;207;110;41;Unused79;
3093;207;110;42;Unused80;
3094;207;110;43;Unused81;
3095;207;110;44;Unused82;
3096;207;110;45;Unused83;
3097;207;110;46;Unused84;
3098;207;110;47;Unused85;
3099;207;110;48;Unused86;
3100;207;110;49;Unused87;
3101;207;110;50;Unused88;
3102;207;110;51;Unused89;
3103;207;110;52;Unused90;
3104;207;110;53;Unused91;
3105;207;110;54;Unused92;
3106;207;110;55;Unused93;
3107;207;110;56;Unused94;
3108;207;110;57;Unused95;
3109;207;110;58;Unused96;
3110;207;110;59;Unused97;
3111;207;110;60;Unused98;
3112;207;110;61;Unused99;
3113;207;110;62;Unused100;
3114;207;110;63;Unused101;
3115;207;110;64;Unused102;
3116;207;110;65;Unused103;
3117;207;110;66;Unused104;
3118;207;110;67;Unused105;
3119;207;110;68;Unused106;
3120;207;110;69;Unused107;
3121;207;110;70;Unused108;
3122;207;110;71;Unused109;
3123;207;110;72;Unused110;
3124;207;110;73;Unused111;
3125;207;110;74;Unused112;
3126;207;110;75;Unused113;
3127;207;110;76;Unused114;
3128;207;110;77;Unused115;
3129;207;110;78;Unused116;
3130;207;110;79;Unused117;
3131;207;110;80;Unused118;
3132;207;110;81;Unused119;
3133;207;110;82;Unused120;
3134;207;110;83;Unused121;
3135;207;110;84;Unused122;
3136;207;110;85;Unused123;
3137;207;110;86;Unused124;
3138;207;110;87;Unused125;
3139;207;110;88;Unused126;
3140;207;110;89;Unused127;
3141;207;110;90;Unused128;
3142;207;110;91;Unused129;
3143;207;110;92;Unused130;
3144;207;110;93;Unused131;
3145;207;110;94;Unused132;
3146;207;110;95;Unused133;
3147;207;110;96;Unused134;
3148;207;110;97;Unused135;
3149;207;110;98;Unused136;
3150;207;110;99;Unused137;
3151;207;110;100;Unused138;
3152;207;110;101;Unused139;
3153;207;110;102;Unused140;
3154;207;110;103;Unused141;
3155;207;110;104;Unused142;
3156;207;110;105;Unused143;
3157;207;110;106;Unused144;
3158;207;110;107;Unused145;
3159;207;110;108;Unused146;
3160;207;110;109;Unused147;
3161;207;110;110;Unused148;
3162;207;110;111;Unused149;
3163;207;110;112;Unused150;
3164;207;110;113;Unused151;
3165;207;110;114;Unused152;
3166;207;110;115;Unused153;
3167;207;110;116;Unused154;
3168;207;110;117;Unused155;
3169;207;110;118;Unused156;
3170;207;110;119;Unused157;
3171;207;110;120;Unused158;
3172;207;110;121;Unused159;
3173;207;110;122;Unused160;
3174;207;110;123;Unused161;
3175;207;110;124;Unused162;
3176;207;110;125;Unused163;
3177;207;110;126;Unused164;
3178;207;110;127;Unused165;
3179;207;110;128;Unused166;
3180;207;110;129;Unused167;
3181;207;140;130;Unused168;
3182;207;140;131;Unused169;
3183;207;140;132;Unused170;
3184;207;140;133;Unused171;
3185;207;140;134;Unused172;
3186;207;140;135;Unused173;
3187;207;140;136;Unused174;
3188;207;140;137;Unused175;
3189;207;140;138;Unused176;
3190;219;32;0;UnusedLand0;
3191;219;32;1;UnusedLand1;
3192;219;32;2;UnusedLand2;
3193;219;32;3;UnusedLand3;
3194;219;32;4;UnusedLand4;
3195;219;32;5;UnusedLand5;
3196;219;32;6;UnusedLand6;
3197;219;32;7;UnusedLand7;
3198;219;32;8;UnusedLand8;
3199;219;32;9;UnusedLand9;
3200;219;32;10;UnusedLand10;
3201;219;32;11;UnusedLand11;
3202;219;32;12;UnusedLand12;
3203;219;32;13;UnusedLand13;
3204;219;32;14;UnusedLand14;
3205;219;32;15;UnusedLand15;
3206;219;32;16;UnusedLand16;
3207;219;32;17;UnusedLand17;
3208;219;32;18;UnusedLand18;
3209;219;32;19;UnusedLand19;
3210;219;32;20;UnusedLand20;
3211;219;32;21;UnusedLand21;
3212;219;32;22;UnusedLand22;
3213;219;32;23;UnusedLand23;
3214;219;32;24;UnusedLand24;
3215;219;32;25;UnusedLand25;
3216;219;32;26;UnusedLand26;
3217;219;32;27;UnusedLand27;
3218;219;32;28;UnusedLand28;
3219;219;32;29;UnusedLand29;
3220;219;32;30;UnusedLand30;
3221;219;32;31;UnusedLand31;
3222;219;32;32;UnusedLand32;
3223;219;32;33;UnusedLand33;
3224;219;32;34;UnusedLand34;
3225;219;32;35;UnusedLand35;
3226;219;32;36;UnusedLand36;
3227;219;32;37;UnusedLand37;
3228;219;32;38;UnusedLand38;
3229;219;32;39;UnusedLand39;
3230;219;32;40;UnusedLand40;
3231;219;32;41;UnusedLand41;
3232;219;32;42;UnusedLand42;
3233;219;32;43;UnusedLand43;
3234;219;32;44;UnusedLand44;
3235;219;32;45;UnusedLand45;
3236;219;32;46;UnusedLand46;
3237;219;32;47;UnusedLand47;
3238;219;32;48;UnusedLand48;
3239;219;32;49;UnusedLand49;
3240;219;32;50;UnusedLand50;
3241;219;32;51;UnusedLand51;
3242;219;32;52;UnusedLand52;
3243;219;32;53;UnusedLand53;
3244;219;32;54;UnusedLand54;
3245;219;32;55;UnusedLand55;
3246;219;32;56;UnusedLand56;
3247;219;32;57;UnusedLand57;
3248;219;32;58;UnusedLand58;
3249;219;32;59;UnusedLand59;
3250;219;32;60;UnusedLand60;
3251;219;32;61;UnusedLand61;
3252;219;32;62;UnusedLand62;
3253;219;32;63;UnusedLand63;
3254;219;32;64;UnusedLand64;
3255;219;32;65;UnusedLand65;
3256;219;32;66;UnusedLand66;
3257;219;32;67;UnusedLand67;
3258;219;32;68;UnusedLand68;
3259;219;32;69;UnusedLand69;
3260;219;32;70;UnusedLand70;
3261;219;32;71;UnusedLand71;
3262;219;32;72;UnusedLand72;
3263;219;32;73;UnusedLand73;
3264;219;32;74;UnusedLand74;
3265;219;32;75;UnusedLand75;
3266;219;32;76;UnusedLand76;
3267;219;32;77;UnusedLand77;
3268;219;32;78;UnusedLand78;
3269;219;32;79;UnusedLand79;
3270;219;32;80;UnusedLand80;
3271;219;32;81;UnusedLand81;
3272;219;32;82;UnusedLand82;
3273;219;32;83;UnusedLand83;
3274;219;32;84;UnusedLand84;
3275;219;32;85;UnusedLand85;
3276;219;32;86;UnusedLand86;
3277;219;32;87;UnusedLand87;
3278;219;32;88;UnusedLand88;
3279;219;32;89;UnusedLand89;
3280;219;32;90;UnusedLand90;
3281;219;32;91;UnusedLand91;
3282;219;32;92;UnusedLand92;
3283;219;32;93;UnusedLand93;
3284;219;32;94;UnusedLand94;
3285;219;32;95;UnusedLand95;
3286;219;32;96;UnusedLand96;
3287;219;32;97;UnusedLand97;
3288;219;32;98;UnusedLand98;
3289;219;32;99;UnusedLand99;
3290;219;32;100;UnusedLand100;
3291;219;32;101;UnusedLand101;
3292;219;32;102;UnusedLand102;
3293;219;32;103;UnusedLand103;
3294;219;32;104;UnusedLand104;
3295;219;32;105;UnusedLand105;
3296;219;32;106;UnusedLand106;
3297;219;32;107;UnusedLand107;
3298;219;32;108;UnusedLand108;
3299;219;32;109;UnusedLand109;
3300;219;32;110;UnusedLand110;
3301;219;32;111;UnusedLand111;
3302;219;32;112;UnusedLand112;
3303;219;32;113;UnusedLand113;
3304;219;32;114;UnusedLand114;
3305;219;32;115;UnusedLand115;
3306;219;32;116;UnusedLand116;
3307;219;32;117;UnusedLand117;
3308;219;32;118;UnusedLand118;
3309;219;32;119;UnusedLand119;
3310;219;32;120;UnusedLand120;
3311;219;32;121;UnusedLand121;
3312;219;32;122;UnusedLand122;
3313;219;32;123;UnusedLand123;
3314;219;32;124;UnusedLand124;
3315;219;32;125;UnusedLand125;
3316;219;32;126;UnusedLand126;
3317;219;32;127;UnusedLand127;
3318;219;32;128;UnusedLand128;
3319;219;32;129;UnusedLand129;
3320;219;32;130;UnusedLand130;
3321;219;32;131;UnusedLand131;
3322;219;32;132;UnusedLand132;
3323;219;32;133;UnusedLand133;
3324;219;32;134;UnusedLand134;
3325;219;32;135;UnusedLand135;
3326;219;32;136;UnusedLand136;
3327;219;32;137;UnusedLand137;
3328;219;32;138;UnusedLand138;
3329;219;32;139;UnusedLand139;
3330;219;32;140;UnusedLand140;
3331;219;32;141;UnusedLand141;
3332;219;32;142;UnusedLand142;
3333;219;32;143;UnusedLand143;
3334;219;32;144;UnusedLand144;
3335;219;32;145;UnusedLand145;
3336;219;32;146;UnusedLand146;
3337;219;32;147;UnusedLand147;
3338;219;32;148;UnusedLand148;
3339;219;32;149;UnusedLand149;
3340;219;32;150;UnusedLand150;
3341;219;32;151;UnusedLand151;
3342;219;32;152;UnusedLand152;
3343;219;32;153;UnusedLand153;
3344;219;32;154;UnusedLand154;
3345;219;32;155;UnusedLand155;
3346;219;32;156;UnusedLand156;
3347;219;32;157;UnusedLand157;
3348;219;32;158;UnusedLand158;
3349;219;32;159;UnusedLand159;
3350;219;32;160;UnusedLand160;
3351;219;32;161;UnusedLand161;
3352;219;32;162;UnusedLand162;
3353;219;32;163;UnusedLand163;
3354;219;32;164;UnusedLand164;
3355;219;32;165;UnusedLand165;
3356;219;32;166;UnusedLand166;
3357;219;32;167;UnusedLand167;
3358;219;32;168;UnusedLand168;
3359;219;32;169;UnusedLand169;
3360;219;32;170;UnusedLand170;
3361;219;32;171;UnusedLand171;
3362;219;32;172;UnusedLand172;
3363;219;32;173;UnusedLand173;
3364;219;32;174;UnusedLand174;
3365;219;32;175;UnusedLand175;
3366;219;32;176;UnusedLand176;
3367;219;32;177;UnusedLand177;
3368;219;32;178;UnusedLand178;
3369;219;32;179;UnusedLand179;
3370;219;32;180;UnusedLand180;
3371;219;32;181;UnusedLand181;
3372;219;32;182;UnusedLand182;
3373;219;32;183;UnusedLand183;
3374;219;32;184;UnusedLand184;
3375;219;32;185;UnusedLand185;
3376;219;32;186;UnusedLand186;
3377;219;32;187;UnusedLand187;
3378;219;32;188;UnusedLand188;
3379;219;32;189;UnusedLand189;
3380;219;32;190;UnusedLand190;
3381;219;32;191;UnusedLand191;
3382;219;32;192;UnusedLand192;
3383;219;32;193;UnusedLand193;
3384;219;32;194;UnusedLand194;
3385;219;32;195;UnusedLand195;
3386;219;32;196;UnusedLand196;
3387;219;32;197;UnusedLand197;
3388;219;32;198;UnusedLand198;
3389;219;32;199;UnusedLand199;
3390;219;32;200;UnusedLand200;
3391;219;32;201;UnusedLand201;
3392;219;32;202;UnusedLand202;
3393;219;32;203;UnusedLand203;
3394;219;32;204;UnusedLand204;
3395;219;32;205;UnusedLand205;
3396;219;32;206;UnusedLand206;
3397;219;32;207;UnusedLand207;
3398;219;32;208;UnusedLand208;
